무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
H3561,경기도,파주시,시도,,교하로,01,,경기도 파주시 동패동 1101-6,37.7087396,126.7037163,심학초교(심학산약천사→심학초교삼거리),01,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
G0905,경기도,파주시,시도,43,책향기로,02,,경기도 파주시 목동동 990,37.72909439,126.7393766,홈플러스앞사거리(산내마을→운정역),02,50,02,2018,경기도북부경찰청,031-961-3853,2023-11-01
H2288,경기도,파주시,시도,,시청로,02,경기도 파주시 시청로 12,경기도 파주시 금촌동 948-6,37.75831935,126.7752829,메디프라자약국(파주시청→금촌로터리),02,50,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2289,경기도,파주시,시도,,검산로,02,,경기도 파주시 검산동 692-3,37.77526955,126.7391692,검산초교 건너편(검산초교→검산삼거리),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2290,경기도,파주시,시도,,가나무로,02,,경기도 파주시 금촌동 978-12,37.75412589,126.7669231,금화초교(파주경찰서→금릉역),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2291,경기도,파주시,시도,,가온로,02,경기도 파주시 가온로 134 가온초등학교,경기도 파주시 목동동 687,37.72068103,126.7472802,가온초교(가재울공원→운정호수공원),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2292,경기도,파주시,시도,,청암로48번길,01,경기도 파주시 청암로48번길 8-4,경기도 파주시 목동동 878,37.73284005,126.7355846,산내마을7단지 청암초교(짚풀공원→도래공원),02,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2293,경기도,파주시,시도,,후곡로,02,경기도 파주시 후곡로 56,경기도 파주시 금촌동 994,37.75255753,126.7728093,금릉초교(파주시보건소→금릉중학교),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2294,경기도,파주시,시도,,새꽃로,01,,경기도 파주시 금촌동 349-2,37.7615462,126.7684719,금촌초교(금화초교→금촌역),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2296,경기도,파주시,시도,,송화로,01,경기도 파주시 송화로 39,경기도 파주시 아동동 277,37.77459686,126.7792304,송화초교(새롬유치원→팜스프링아파트118동),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
106-운정2-106,경기도,파주시,기타,,가온로,3,경기도 파주시 가온로 112,경기도 파주시 목동동 684-4,37.720412,126.745284,운정건강공원 주차장 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
109-운정2-109,경기도,파주시,기타,,책향기로,3,경기도 파주시 책향기로 573,경기도 파주시 목동동 914,37.728023,126.733126,산내마을 303동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
111-운정2-111,경기도,파주시,기타,,청암로,3,경기도 파주시 청암로 48번길 8-32,경기도 파주시 목동동 870,37.730445,126.736733,홈플러스 파주운정점 후문 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
28-교하-28,경기도,파주시,기타,,다율로,3,경기도 파주시 다율로 30,경기도 파주시 다율동 249-12,37.73765,126.7281,다율초등학교 입구,4,0,,,경기도 파주시,031-940-4787,2023-05-10
29-교하-29,경기도,파주시,기타,,해올로,3,경기도 파주시 해올로 33,경기도 파주시 다율동 137-3,37.73615,126.72909,해오름마을 10단지 정문 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
252-운정3-252,경기도,파주시,기타,,교하로,3,경기도 파주시 교하로,경기도 파주시 동패동 1863,37.714076,126.73573,한울마을 129동 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
H4235,경기도,파주시,일반국도,3,통일로,02,,경기도 파주시 월롱면 위전리 317-1,37.79862425,126.7917302,월롱교차로(파주→고양),02,60,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H7151,경기도,파주시,시도,,등원로,01,,경기도 파주시 조리읍 뇌조리 352-1,37.76457719,126.8206958,덕암초교 건너편(뇌조사거리→파주인쇄산업단지),02,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
006-조리-006,경기도,파주시,기타,,조리읍,3,경기도 파주시 조리읍 대원로 56,경기도 파주시 조리읍 대원리 218,37.727592,126.816777,조리 그린시티동문아파트 203동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
028-운정1-028,경기도,파주시,기타,,가람로51번길,3,경기도 파주시 가람로51번길 16-34,경기도 파주시 와동동 1559,37.735417,126.757794,가람마을 삼성프라자 뒤 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
001-광탄-001,경기도,파주시,기타,,동원로,3,경기도 파주시 동원로 528,경기도 파주시 광탄면 신산리 367-33,37.782714,126.845605,광탄하나로마트 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
H8487,경기도,파주시,시도,,화석정로,02,,경기도 파주시 파평면 율곡리 산90-4,37.87886214,126.8045786,임진리마을회관→독서삼거리,01,60,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H8488,경기도,파주시,시도,,독서울1길,02,,경기도 파주시 문산읍 선유리 산28-6,37.8641607,126.7982119,문산동초교(선유중→양우내안애아파트),02,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
H8489,경기도,파주시,시도,,술이홀로907번길,01,,경기도 파주시 법원읍 법원리 674-7,37.85220137,126.8732726,율곡3차아파트 건너편(갈곡천→온양동마을회관),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H8490,경기도,파주시,시도,,가람로,01,,경기도 파주시 와동동 1555,37.73413425,126.7548873,한양수자인아파트 405동(두레공원→운정체육공원),02,50,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H8492,경기도,파주시,지방도,56,파주로,02,,경기도 파주시 조리읍 등원리 산45-4,37.75042801,126.7986462,말레이지아교교차로 전100m 3차로(광탄→운정),02,70,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H8499,경기도,파주시,시도,,책향기숲길,01,,경기도 파주시 다율동 984,37.72993878,126.7212278,청석초교(교하동→운정동),01,30,02,2022,경기도북부경찰청,031-961-3853,2023-11-01
203-금촌3-203,경기도,파주시,기타,,금심초교길,3,경기도 파주시 금심초교길 10,경기도 파주시 금촌동 369-10,37.76645,126.771147,금신초등학교 정문 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
023-교하-023,경기도,파주시,기타,,교하로,3,경기도 파주시 교하로,경기도 파주시 교하동 384-4,37.75238,126.747248,교하초등학교 입구 삼거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
024-교하-024,경기도,파주시,기타,,청석로,3,경기도 파주시 청석로,경기도 파주시 동패동 1735-1,37.720579,126.713074,두일초등학교 후문 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
G4969,경기도,파주시,일반국도,1,통일로,02,,경기도 파주시 월롱면 영태리 산139-2,37.7866178,126.7892045,문산→고양,02,60,99,2019,경기도북부경찰청,031-961-3853,2023-11-01
212-운정3-212,경기도,파주시,기타,,와석순환로,3,경기도 파주시 와석순환로 133,경기도 파주시 동패동 1759-4,37.711896,126.745656,한울마을 운정스퀘어 뒤,4,0,,,경기도 파주시,031-940-4787,2023-05-10
107-운정2-107,경기도,파주시,기타,,청암로,3,경기도 파주시 청암로 17번길 47,경기도 파주시 목동동 942,37.729005,126.734432,산내마을 명품프라자 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
234-운정3-234,경기도,파주시,기타,,소리천로8번길,3,경기도 파주시 소리천로8번길 70,경기도 파주시 야당동 1040,37.710706,126.760315,야당역 유니타워 삼거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
011-조리-011,경기도,파주시,기타,,조리읍,3,경기도 파주시 조리읍 대원로 74,경기도 파주시 조리읍 대원리 1082,37.728574,126.814072,조리 그린시티동문아파트 515동 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
205-운정3-205,경기도,파주시,기타,,경의로,3,경기도 파주시 경의로 1080,경기도 파주시 야당동 1040,37.71408,126.760341,야당역 명동프라자 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
004-운정1-004,경기도,파주시,기타,,와석순환로515번길,3,경기도 파주시 와석순환로515번길 69-1,경기도 파주시 와동동 1437-1,37.727054,126.762767,운정역 송림메디컬프라자 뒤 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
001-법원-001,경기도,파주시,기타,,사임당로,3,경기도 파주시 사임당로 845,경기도 파주시 법원읍 대능리 87-6,37.849077,126.874747,법원리우체국 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
115-금촌2-115,경기도,파주시,기타,,금빛로,3,경기도 파주시 금빛로 15,경기도 파주시 금촌동 978-35,37.750581,126.766334,금릉역 2번출구 주차장 입구 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
126-금촌2-126,경기도,파주시,기타,,한마음1길,3,경기도 파주시 한마음1길 26,경기도 파주시 금촌동 251-12,37.756383,126.770926,금촌 네오프라자 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
130-금촌2-130,경기도,파주시,기타,,가나무로,3,경기도 파주시 가나무로 123,경기도 파주시 금촌동 101-18,37.75466,126.779053,경기도의료원 파주병원 뒤,4,0,,,경기도 파주시,031-940-4787,2023-05-10
007-교하-007,경기도,파주시,기타,,책향기로,3,경기도 파주시 책향기로 423,경기도 파주시 동패동 1701,37.724743,126.718624,교하중심상가 두손비채빌딩 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
019-교하-019,경기도,파주시,기타,,책향기숲길,3,경기도 파주시 책향기숲길 39,경기도 파주시 동패동 1693,37.726315,126.717509,교하중심상가 센타프라자 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
102-금촌2-102,경기도,파주시,기타,,번영로,3,경기도 파주시 번영로 15,경기도 파주시 금촌동 962-23,37.757695,126.771291,금촌 인오프라자 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
G2593,경기도,파주시,시도,,당동1로,01,경기도 파주시 문산읍 당동1로 67,경기도 파주시 문산읍 당동리 940,37.8640321,126.7725515,파주2차힐스테이트앞(당동IC→문산),02,50,99,2018,경기도북부경찰청,031-961-3853,2023-11-01
019-문산-019,경기도,파주시,기타,,당동1로,3,경기도 파주시 당동1로 52,경기도 파주시 문산읍 당동리 945,37.864003,126.773556,문산 한양수자인아파트 정문 입구,4,0,,,경기도 파주시,031-940-4787,2023-05-10
027-교하-027,경기도,파주시,기타,,청석로,3,경기도 파주시 청석로 330,경기도 파주시 다율동 1003-10,37.731292,126.72008,청석초등학교 정문 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
G2966,경기도,파주시,일반국도,1,통일로,02,,경기도 파주시 문산읍 선유리 919-13,37.86426557,126.7887647,문산군관사앞(자유IC→문산),02,50,99,2017,경기도북부경찰청,031-961-3853,2023-11-01
F8956,경기도,파주시,지방도,3,술이홀로,01,경기도 파주시 술이홀로 373,경기도 파주시 파주읍 연풍리 459-5,37.83128789,126.8288765,세경고등학교앞(연풍리→문산),02,50,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
H0053,경기도,파주시,지방도,78,혜음로,01,경기도 파주시 광탄면 혜음로 432,경기도 파주시 광탄면 용미리 254,37.73393846,126.8869672,용미1교차로 238 용미1교차로 전(고양→문산),02,60,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
102-운정2-102,경기도,파주시,기타,,청암로,3,경기도 파주시 청암로 17번길 17,경기도 파주시 목동동 928,37.728766,126.736024,산내마을 스타타워 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
G3957,경기도,파주시,지방도,363,중앙로,01,경기도 파주시 중앙로 258,경기도 파주시 금촌동 768-16,37.75932548,126.7782921,시청앞사거리(봉일천→금촌역),02,50,99,2019,경기도북부경찰청,031-961-3853,2023-11-01
G3974,경기도,파주시,일반국도,1,통일로,01,,경기도 파주시 문산읍 선유리 966-21,37.86009081,126.789336,문산사거리(파주역→적성),02,50,99,2019,경기도북부경찰청,031-961-3853,2023-11-01
G4084,경기도,파주시,시도,,샘재로,02,,경기도 파주시 법원읍 가야리 34-13,37.85070919,126.870772,법원여중앞사거리(율곡3차아파트→동원아파트),01,30,99,2018,경기도북부경찰청,031-961-3853,2023-11-01
012-교하-012,경기도,파주시,기타,,문발로,3,경기도 파주시 문발로 259,경기도 파주시 문발동 647-5,37.717059,126.690256,롯데프리미엄아울렛 파주점 심학교 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
002-문산-002,경기도,파주시,기타,,문향로,3,경기도 파주시 문향로 52,경기도 파주시 문산읍 선유리 951-11,37.859521,126.786928,문산 소망요양병원 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
008-조리-008,경기도,파주시,기타,,봉천로,3,경기도 파주시 봉천로 11,경기도 파주시 조리읍 봉일천리 139-4,37.742509,126.810446,파주삼일운동기념비 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
002-운정1-002,경기도,파주시,기타,,와석순환로515번길,3,경기도 파주시 와석순환로515번길 21,경기도 파주시 와동동 1470,37.725798,126.762938,운정역 아주주차빌딩 앞 삼거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
G6224,경기도,파주시,시도,,보광로,01,,경기도 파주시 법원읍 대능리 352-4,37.83855991,126.8639537,대능교차로→대능사거리,01,50,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
G4973,경기도,파주시,일반국도,1,통일로,02,경기도 파주시 파주읍 통일로 1541,경기도 파주시 파주읍 봉서리 475-3,37.84540117,126.7894093,파주농협봉서지점앞(문산역→파주역),01,60,99,2019,경기도북부경찰청,031-961-3853,2023-11-01
012-조리-012,경기도,파주시,기타,,조리읍,3,경기도 파주시 조리읍 능안로 145,경기도 파주시 조리읍 능안리 53-5,37.740753,126.792014,능안초등학교 정문 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
H5784,경기도,파주시,시도,,해솔로,02,경기도 파주시 해솔로 40,경기도 파주시 목동동 664,37.72664665,126.7473755,해솔초교(운정역→한솔공원),01,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
H5785,경기도,파주시,지방도,359,교하로,02,,경기도 파주시 교하동 383-4,37.75237229,126.7474844,교하초교 건너편(교하장례식장→교하파출소),01,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
H5786,경기도,파주시,시도,,책향기숲길,02,경기도 파주시 책향기숲길 47,경기도 파주시 동패동 1743,37.72010113,126.7136092,두일초교(양지말공원→파주아울렛),02,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
H5788,경기도,파주시,시도,,금바위로,01,경기도 파주시 금바위로 87,경기도 파주시 와동동 1318,37.73207826,126.7560308,한가람초교 건너편(운정호수공원→지산고교),02,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
H5789,경기도,파주시,시도,,봉천로,02,경기도 파주시 조리읍 봉천로 40,경기도 파주시 조리읍 봉일천리 160-36,37.74383671,126.8073599,봉일천초교(조리읍행정복지센터→봉일천우체국),02,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
